satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,promotion_last_3_years,department,salary,sex,marital_status,distance_from_home,age,absent_per_month,work_mode,job_position,contract_type,expected_promotion,salary_increase_last_year,leave_days_taken,left
,0.5697942533503787,3,146.0,4,0,0,sales,,Male,single,32,54,4,hybride,Director,CDI,0,,7,0
0.7464160649229491,0.4201634267237375,4,233.55659461542652,7,0,0,hr,medium,Female,married,5,61,5,hybride,Senior,CDD,0,0.24987224099258126,21,0
0.39263226165162357,0.7328978252302778,3,148.86189298210684,6,0,0,hr,medium,Male,divorced,14,56,1,hybride,Senior,CDI,0,0.20812264179734297,14,0
0.5511572571112577,0.6949501932675269,6,208.70058773741317,1,0,0,support,medium,Male,single,37,52,8,office,Junior,CDI,0,0.20689383971533848,19,0
0.6268922099502713,0.7633703245139432,2,166.3543728326595,5,0,0,sales,low,Female,married,5,60,3,home,Junior,CDD,1,0.25860530141040283,28,0
0.814920274377912,0.34310318435164827,5,266.3546009917161,6,0,0,marketing,low,Male,married,30,54,0,office,Senior,CDD,0,0.26001946005560717,3,0
,0.7473575399730052,5,166.5,10,0,0,technical,,Female,divorced,43,58,7,office,Senior,CDI,0,,28,0
0.31526084483618416,0.9573079645107416,4,141.0,9,1,0,DSI,high,Female,single,2,63,2,office,Junior,CDI,0,0.2774181122719973,7,0
,0.5914287097932244,2,139.0,5,0,0,sales,,Male,divorced,48,29,1,hybride,Junior,CDI,0,,7,0
0.5019476130223395,0.5787286850565193,3,183.3960854887141,5,0,0,DSI,medium,Male,divorced,16,27,6,office,Director,CDI,0,0.2528794545447318,8,0
0.38510883828749676,0.32193916605919903,3,145.00146888882787,8,0,0,accounting,medium,Male,single,12,57,9,home,Senior,CDD,0,0.18525613355344933,13,0
0.7949217743402761,0.616415289459173,4,267.3260592422991,6,0,0,accounting,low,Male,divorced,38,33,9,hybride,Junior,CDI,0,0.2698583429963971,5,0
0.48296859541173176,0.3953515792033476,2,162.74289160479753,10,0,0,technical,high,Male,divorced,29,31,0,office,Manager,CDI,1,0.2201570434842901,6,0
0.5303098586842498,0.83351478431783,4,199.89529822724822,14,0,0,sales,medium,Male,single,21,35,8,hybride,Senior,CDI,0,0.3479421774812878,4,0
,1.0,6,,14,0,0,DSI,medium,Male,single,47,35,1,office,Junior,CDI,1,,2,0
,1.0,6,282.87739017581896,8,0,1,hr,medium,Male,single,12,50,3,home,Senior,CDD,1,,25,0
0.6243942308799005,0.42878950135772687,3,191.96968324618553,6,0,0,sales,high,Female,divorced,6,46,3,home,Manager,CDI,0,0.2340586491530132,11,0
,0.45246231400504044,6,177.0,9,0,0,technical,,Female,single,34,38,4,office,Junior,CDI,0,,24,0
0.4794707736761657,0.7210321111538409,4,,8,0,0,DSI,medium,Male,married,19,31,1,office,Senior,CDD,0,0.2813369710911172,11,0
,0.5540074569437382,5,188.29726001506674,12,0,0,sales,high,Male,married,13,52,5,home,Junior,CDI,0,,5,0
,0.6028037926142648,6,163.5,8,0,0,technical,,Female,single,7,62,3,hybride,Junior,CDI,1,,27,0
0.4101234452229676,1.0,4,148.70328096684293,13,0,0,hr,high,Male,single,11,57,6,home,Junior,CDI,0,0.3136795091608045,20,0
0.7947987178078694,0.3832435260336844,5,284.47703715305386,1,0,0,support,medium,Female,married,40,64,4,home,Junior,CDD,1,0.17859771319578607,13,1
0.5286345392082646,0.6533332179455822,5,187.77684301989532,14,0,0,hr,high,Male,married,14,40,5,office,Senior,CDI,1,0.31028503012913394,10,0
0.40752760926145315,0.6761473297541116,6,170.0141577088901,4,0,0,sales,medium,Female,divorced,2,55,9,hybride,Senior,CDI,0,0.18950598754091807,26,0
0.29460542779117993,0.8100122169194569,2,130.5,2,0,0,sales,medium,Female,single,21,43,5,hybride,Junior,CDI,0,0.1809816568278191,29,1
0.38403350726095553,0.42747428243316965,6,178.4762334449671,14,0,0,support,medium,Male,single,5,41,6,office,Junior,CDI,0,0.2987909951566496,28,0
,0.896680144271057,6,,7,0,0,marketing,,Male,single,23,57,4,office,Senior,CDI,0,,9,0
,0.6524868761200068,2,141.5,12,0,0,support,,Male,single,43,23,3,hybride,Senior,CDI,0,,15,0
0.40011810108133594,0.43424553305049696,6,204.09187018543486,10,0,0,DSI,medium,Male,single,25,58,9,office,Junior,CDI,0,0.2530988565280209,9,0
0.8772303072571646,0.5638723706079669,4,261.0381521228188,6,0,0,support,high,Male,single,6,47,8,home,Senior,CDI,1,0.27771948296991983,22,0
0.8089794721815304,0.8005058042278606,2,238.52911779451412,7,1,0,support,high,Male,married,22,48,5,hybride,Director,CDI,0,0.28062779529948234,12,0
0.4524171093930956,1.0,4,158.90783599271154,5,0,0,support,medium,Male,divorced,19,50,6,home,Senior,CDI,1,0.27117532727842286,0,0
0.7394394549429019,0.529723685729683,5,,11,0,0,hr,low,Male,divorced,33,63,7,office,Senior,CDI,0,0.3245840891105078,9,0
1.0,1.0,2,276.31535065261426,3,0,0,accounting,medium,Male,single,20,39,0,office,Senior,CDD,1,0.3033500729591945,10,0
0.44146866682975106,0.848469410098411,5,198.4329962571657,13,1,0,DSI,medium,Male,married,43,22,2,office,Senior,CDI,1,0.3288950164954861,10,0
0.5042459019494057,0.4978704052752261,3,205.55362994587745,4,0,0,support,medium,Male,married,46,57,7,office,Junior,CDD,1,0.2147063235034123,26,1
,,3,132.0,11,0,0,DSI,low,Male,divorced,14,44,7,office,Junior,CDD,0,,15,0
0.35328785863973733,0.7744142639150301,4,166.7738125836781,14,0,0,accounting,low,Female,single,34,59,9,hybride,Junior,CDD,0,0.3003781395063509,7,0
,0.5520616002727083,5,162.5,10,0,0,support,,Male,single,25,60,7,hybride,Junior,CDD,0,,21,0
,0.47112421899786994,5,179.0,13,0,0,DSI,,Male,married,48,34,2,office,Senior,CDD,0,,30,0
0.560200603087761,0.5732818816408382,2,183.08248362725232,1,0,0,marketing,high,Male,single,32,56,6,hybride,Junior,CDD,0,0.1752627582328544,23,1
0.2822125470989347,0.5225302310934691,3,135.5,11,0,0,DSI,low,Male,married,1,48,9,office,Senior,CDI,0,0.23845095019225349,5,0
,,4,227.73404133749793,12,0,0,support,medium,Male,married,19,53,5,home,Junior,CDD,0,,10,0
,1.0,4,144.5,5,0,0,support,,Female,single,9,28,9,hybride,Junior,CDI,1,,6,0
,0.6917377888437624,2,128.5,6,0,0,DSI,,Male,divorced,27,43,5,office,Senior,CDI,0,,29,0
0.8535937823680059,0.9617630736956685,2,245.7731197024461,7,0,0,sales,medium,Female,divorced,48,56,3,office,Junior,CDI,0,0.31662241123771606,2,0
0.4541903571207364,0.7136861091457944,4,177.68992413289132,11,0,0,marketing,medium,Female,married,40,52,9,home,Senior,CDI,0,0.266904689986316,13,0
0.9200063342134308,1.0,2,250.89995969211284,11,0,0,DSI,medium,Male,single,48,36,1,office,Junior,CDI,1,0.3676176913182431,24,0
0.9795559613699112,0.43728620258695106,5,275.4795821179426,8,0,1,hr,medium,Male,married,12,42,1,home,Junior,CDI,0,0.29530003830761903,22,0
0.7862392036774283,0.18686090812382317,4,262.8104289763458,5,0,0,technical,medium,Female,married,30,39,6,home,Junior,CDD,1,0.18823919663368074,27,1
0.6033158433681698,0.6546380427364177,6,244.65265697987826,1,0,0,DSI,medium,Male,married,31,33,2,office,Senior,CDI,1,0.2044413232078308,30,0
0.49711869532500214,0.6798651638142037,3,178.36080708144922,5,0,0,DSI,medium,Female,single,39,41,9,office,Senior,CDI,0,0.26126211665815674,23,0
0.3766619569359362,0.9152420576334747,3,165.68367756381323,1,0,0,sales,medium,Male,single,31,64,2,hybride,Senior,CDI,1,0.20373539926749237,21,0
0.3107126155641125,0.980892062412196,6,178.54854952745168,13,0,0,support,medium,Male,single,26,45,5,hybride,Junior,CDD,1,0.29928902097310206,11,0
0.616505485653212,0.2881777425773377,6,249.4171304918126,8,0,0,sales,low,Male,divorced,49,52,3,hybride,Junior,CDI,0,0.20888502586725025,28,0
,0.5655550328836091,5,300.0,2,0,0,sales,medium,Male,married,42,26,2,home,Senior,CDI,0,,8,0
0.5035335214721725,0.6278040804414182,4,154.85511785708394,2,0,0,accounting,medium,Male,divorced,5,50,5,home,Junior,CDD,0,0.2190682188330963,16,0
0.8092811289943839,0.36927438158143,2,230.18034003050005,13,0,0,marketing,medium,Female,divorced,32,62,0,hybride,Senior,CDD,1,0.34744891697700214,1,0
,,3,232.55589796778398,6,1,0,marketing,low,Male,divorced,38,31,0,hybride,Senior,CDI,0,,27,0
0.6081851542318495,0.8181719037862035,6,234.67372902884293,9,0,0,marketing,high,Male,married,49,49,7,office,Manager,CDD,0,0.30148902606666633,21,0
1.0,0.8324758446126992,4,300.0,14,0,0,marketing,medium,Female,married,25,47,7,hybride,Senior,CDI,1,0.38326759635593527,12,0
0.4175878893240261,0.6749003922390391,2,148.5801440567045,11,0,0,sales,high,Male,divorced,14,49,8,hybride,Junior,CDI,1,0.30935396450929753,13,0
1.0,0.9392044993602908,3,265.8066052209816,5,0,0,sales,low,Male,divorced,3,46,2,home,Junior,CDI,0,0.30888010765600704,27,0
0.46300064319121614,0.66969838469685,4,173.62307561692677,14,0,0,sales,high,Female,married,4,62,4,home,Junior,CDI,0,0.32791451789661397,12,0
0.8206814894490237,0.8558314420290274,3,231.75341432844849,6,0,0,DSI,medium,Male,divorced,9,40,5,office,Senior,CDD,1,0.2968360859474812,24,0
0.6120784102000327,0.43232345904547,5,198.87787818386846,3,1,0,technical,medium,Female,single,2,62,2,office,Junior,CDD,1,0.1752181193069744,27,1
,0.44554729856443454,3,135.5,13,0,0,accounting,,Female,married,1,55,7,hybride,Senior,CDI,1,,11,0
0.9256038388884412,1.0,5,288.02859432391847,14,1,0,marketing,high,Male,married,42,47,2,hybride,Senior,CDI,1,0.3958902475698191,5,0
0.6302693920748901,0.5024322246869963,5,226.98009637468363,12,0,0,sales,low,Female,single,16,64,8,home,Senior,CDI,0,0.2968628418700618,23,0
,0.8027284928226055,5,178.0,9,0,0,marketing,,Male,married,46,61,4,office,Senior,CDD,1,,8,0
,,2,121.0,4,0,0,sales,,Female,single,2,61,9,hybride,Junior,CDI,0,,5,0
0.8588964851383759,0.6780375789355667,2,238.80091854907255,6,1,0,sales,medium,Male,married,33,52,6,home,Junior,CDI,1,0.27337788327528517,16,0
0.816136988287973,0.5728425840462903,5,263.9356948600515,14,0,0,support,high,Male,married,43,36,6,home,Senior,CDI,0,0.36528628759622117,3,0
,0.7432267625921852,4,166.0,4,0,0,support,medium,Male,married,42,33,4,office,Senior,CDD,0,,27,0
0.8085308068872127,0.7421672163203219,5,275.6067433625081,14,0,0,DSI,medium,Male,single,13,37,7,office,Junior,CDI,1,0.3806706557824574,20,0
0.9283563423416425,0.4676926813078336,4,284.14613026781774,6,0,0,hr,medium,Female,divorced,21,37,0,hybride,Junior,CDD,0,0.24439074257269836,7,0
0.864955083476308,0.7499786708511793,3,230.7348518808667,1,0,0,DSI,medium,Male,divorced,35,60,5,office,Junior,CDI,0,0.25166774113633084,28,0
0.942959708297191,0.37150109502767903,2,,13,1,0,sales,medium,Male,divorced,26,39,2,home,Junior,CDD,0,0.35417026175271304,5,0
,0.9451544196766002,4,164.0,1,0,0,accounting,,Female,single,48,57,1,hybride,Junior,CDD,1,,13,0
0.662070502620732,0.6718478173949216,4,203.08380799674512,1,0,0,support,high,Male,married,10,37,1,hybride,Junior,CDI,0,0.2016367336929604,5,0
0.5109035475538887,0.0,4,219.0068967473394,10,0,0,marketing,low,Male,single,4,23,3,office,Junior,CDD,0,0.278717471165463,12,0
0.5163770829474249,0.3383012283152195,6,204.48619318315303,2,0,0,support,medium,Female,married,2,26,8,hybride,Junior,CDI,0,0.1685814095348431,10,0
0.7073398037910561,0.7368782414198565,2,203.34579932912337,7,0,0,hr,low,Male,divorced,14,47,0,hybride,Junior,CDI,0,0.29568327619545265,21,0
0.778291146574027,0.7921262206192058,6,266.757744832109,14,0,0,hr,high,Male,single,42,63,2,hybride,Manager,CDI,0,0.37753687119660034,22,0
0.708824198417515,0.5218558455128918,3,,3,0,0,hr,high,Male,single,26,46,0,hybride,Junior,CDI,0,0.16212428881603563,21,0
0.8318545436999129,0.6314054467001632,4,269.7162716754033,1,0,0,accounting,low,Male,married,19,64,0,office,Senior,CDI,0,0.22155061915098642,4,0
,0.7451277623101936,2,140.0,12,0,0,marketing,,Male,single,40,44,9,hybride,Senior,CDI,0,,13,0
0.36445367953851066,0.862226310453361,2,136.0505260268147,8,0,0,marketing,high,Female,divorced,34,49,6,hybride,Junior,CDI,0,0.2655642352782132,30,0
0.48819019876850345,0.7815707137615754,2,182.8259727894491,8,0,0,sales,medium,Female,married,4,48,7,office,Senior,CDI,1,0.3069305718401889,25,0
0.6638504207173591,0.4879220954512379,4,228.3621932235335,4,0,0,accounting,medium,Female,married,24,50,9,home,Senior,CDI,1,0.20936968581614412,16,0
,,5,168.5,7,0,0,accounting,,Male,single,37,47,2,hybride,Senior,CDD,0,,1,0
0.42257409259112466,0.16533473852435782,5,216.3608545205745,2,0,0,support,medium,Female,divorced,42,36,0,hybride,Junior,CDI,0,0.15555824137301352,4,0
0.5341156629774382,0.544037495620296,5,219.48114093673874,6,0,0,technical,medium,Female,divorced,49,23,0,hybride,Junior,CDD,0,0.23641586968710035,18,1
,0.7240086798108557,6,196.13274239271078,9,0,0,accounting,medium,Female,married,34,43,6,office,Senior,CDI,1,,23,0
0.4659210741557781,0.35878828227040604,4,183.6175633064892,7,0,0,technical,low,Male,married,12,39,8,home,Junior,CDD,0,0.1944506315033948,10,0
0.4695064839995187,0.610993460349646,3,144.53701653837211,13,0,0,hr,medium,Male,single,26,59,4,hybride,Junior,CDD,1,0.3004596552566767,12,0
,0.7106615250334063,6,164.5,6,0,0,sales,,Male,single,9,48,0,home,Senior,CDI,1,,21,0
0.7950544824306861,0.4448443653393146,2,229.44111451466634,10,0,0,support,high,Male,divorced,9,40,1,hybride,Senior,CDI,0,0.3048535271870782,22,0
,0.6380896144276208,5,164.0,2,0,0,support,,Female,single,28,58,3,home,Junior,CDI,0,,16,0
0.8952580951082397,0.3554257430033736,2,263.9763553376067,14,0,0,marketing,low,Female,divorced,47,64,8,hybride,Junior,CDI,0,0.3718355464807571,21,0
0.3852849475059926,0.8011258910145784,6,187.8729456678144,4,0,1,support,medium,Female,divorced,41,44,6,office,Junior,CDD,0,0.1948338276435227,22,1
0.9865821664724366,0.7066677289387646,5,,14,0,0,hr,low,Male,single,7,55,2,home,Senior,CDD,0,0.3539386008865592,24,0
0.769295113329703,0.7477481122867948,4,246.81005251760647,6,0,0,technical,medium,Female,married,43,62,8,office,Senior,CDI,1,0.3017981420643052,26,0
0.38250665593648764,0.5861255742655557,5,164.16795263342965,5,0,0,marketing,low,Female,divorced,7,27,2,hybride,Junior,CDI,1,0.21672585552488122,26,0
0.8617231302073816,0.2668086039727656,5,271.0777729909035,5,0,0,technical,low,Female,divorced,22,35,1,home,Manager,CDI,0,0.24355294989626372,3,0
,,5,155.0,4,0,0,sales,,Male,divorced,20,22,9,home,Junior,CDI,0,,30,0
0.848564807892267,0.9452296436233969,6,248.9585873384309,12,0,0,DSI,medium,Female,single,4,50,5,office,Senior,CDD,1,0.34382818822581296,6,0
,0.8032745617466566,5,194.06967072662968,12,0,0,sales,high,Female,single,38,57,7,home,Senior,CDD,0,,9,0
,0.9490607046841962,6,170.0,8,0,0,technical,,Male,married,10,32,7,hybride,Junior,CDI,0,,27,0
0.2971506922036334,0.6110641308817883,2,132.5,8,0,0,technical,low,Male,single,25,50,8,office,Junior,CDI,0,0.22951679898793623,25,1
0.6117217326008896,0.46161882188215536,4,193.93105769258062,13,0,0,support,high,Female,single,6,61,4,home,Manager,CDI,0,0.2869103189636619,5,0
0.5208760035241774,0.7173240331029108,5,,5,0,0,accounting,low,Male,married,34,48,5,home,Junior,CDD,0,0.2547222092543061,30,0
,0.5615787345655966,6,162.0,7,0,0,accounting,,Female,divorced,14,42,4,office,Junior,CDI,0,,28,0
,,5,191.2154916119671,2,0,0,marketing,high,Male,single,23,30,1,office,Senior,CDI,0,,16,0
0.9820293283214694,0.2530477983278348,5,300.0,3,0,0,accounting,medium,Female,single,20,60,7,hybride,Junior,CDI,0,0.19976805103873368,20,1
,0.6668521665753095,5,159.5,10,0,0,accounting,,Male,single,19,63,9,office,Junior,CDI,0,,12,0
,0.7874048917596362,3,140.5,9,0,0,DSI,,Female,divorced,31,50,8,office,Junior,CDI,0,,3,0
1.0,0.3670372457501805,4,300.0,7,0,0,support,medium,Female,divorced,49,55,7,home,Senior,CDI,0,0.27299672212046966,22,0
0.6883480321280944,0.8978421084364411,4,223.67356179369557,14,0,0,marketing,high,Male,married,17,37,7,home,Junior,CDI,1,0.36157576583733003,24,0
0.3527973299873315,0.6499318300356745,6,177.54665276806548,6,0,0,DSI,low,Male,married,6,28,9,office,Junior,CDI,0,0.21989803503022598,26,0
1.0,0.6220675873249005,2,285.94372181127767,11,0,0,marketing,medium,Male,divorced,44,59,5,hybride,Junior,CDI,0,0.35977083527558584,3,0
,0.3561215244547945,2,147.5,7,0,0,hr,,Male,married,45,31,8,home,Junior,CDD,0,,17,0
1.0,0.7055004527903465,2,277.99810437807287,13,0,0,marketing,high,Male,married,18,24,1,home,Manager,CDI,0,0.3964196900213876,3,0
0.2702047583965692,0.36945559013443946,5,161.5,6,0,0,support,high,Male,married,13,45,6,office,Director,CDD,0,0.20156962146047985,0,0
0.7101368090016006,0.40901336222304535,6,241.6442544891748,2,0,0,sales,high,Female,divorced,9,37,5,office,Senior,CDI,0,0.17363560800732747,7,0
,0.2655183279938115,5,288.78871511250725,13,0,0,marketing,medium,Male,divorced,16,56,3,hybride,Senior,CDI,0,,0,0
0.3064719586778399,1.0,3,139.5,3,0,0,sales,medium,Female,single,19,33,9,hybride,Senior,CDD,0,0.22691095053863858,24,0
1.0,0.5903613545537667,6,300.0,14,0,0,hr,medium,Female,married,25,48,9,hybride,Senior,CDI,0,0.40484894095911395,3,0
0.4187285844720496,0.4780638566355699,6,183.16365527624436,5,0,0,DSI,medium,Female,married,12,56,2,office,Senior,CDI,1,0.17299705646809593,30,1
0.7294178225329462,0.5916306192378687,6,266.8256968720174,14,0,0,DSI,medium,Male,married,32,42,6,office,Junior,CDI,0,0.3622375209121756,3,0
0.7719017416469304,0.4995938727930372,3,219.86261638810237,2,1,0,accounting,medium,Male,single,24,28,5,home,Junior,CDI,0,0.19502270511074926,17,1
,0.5641657767034896,6,187.0,3,0,0,support,,Female,married,44,55,5,office,Junior,CDD,1,,0,0
0.8211685203292416,0.6743693215602881,3,,14,0,0,marketing,medium,Male,divorced,11,26,0,hybride,Senior,CDI,0,0.34799463024221733,0,0
0.7531355258430514,0.5187422996177927,2,219.82532371899353,7,0,0,sales,low,Male,divorced,26,36,8,home,Junior,CDI,0,0.2784380494078673,4,0
0.5859812582194537,0.6248009051335373,6,230.30964551264807,2,0,1,hr,medium,Male,single,48,22,6,hybride,Senior,CDI,1,0.23173755663984402,5,0
0.5600736105454011,1.0,5,182.43000334506635,6,0,0,technical,high,Female,single,16,30,4,hybride,Junior,CDI,1,0.29739764335016183,27,0
1.0,0.23331836852989674,4,300.0,10,0,0,hr,low,Male,married,29,51,0,home,Junior,CDD,0,0.28477830054968806,30,0
0.23874513811240264,0.37232480339184415,3,,5,0,0,support,medium,Male,divorced,24,45,9,hybride,Junior,CDI,0,0.17099151758942963,0,0
0.9616243845888669,0.6987072659754834,2,273.2232588205235,3,0,0,DSI,medium,Female,married,39,62,1,office,Junior,CDI,0,0.2575847445622954,13,0
0.71417016088498,0.8736868461736671,2,203.8906582643597,13,1,0,sales,high,Female,married,32,46,1,hybride,Director,CDI,0,0.3686992100975549,6,0
0.6368471656601901,1.0,4,209.4478705676318,8,0,0,support,high,Male,single,21,28,4,home,Director,CDI,1,0.3487401861840382,3,0
0.9347586240171809,0.6829022637927444,6,289.90671868310073,6,0,0,sales,low,Female,single,16,35,5,home,Junior,CDI,1,0.2766013690456428,23,0
,0.35619135241927796,5,273.63552216890406,11,0,0,accounting,high,Male,married,21,58,8,home,Senior,CDI,0,,5,0
,0.9010673513050295,4,140.5,9,1,1,sales,,Female,divorced,11,45,7,hybride,Junior,CDI,1,,8,0
0.9653381433999559,0.6249203793265937,6,300.0,1,0,0,DSI,low,Female,married,16,29,6,office,Junior,CDD,0,0.24275643879728737,21,1
0.700314455818511,0.617190939821833,6,251.1918179938213,11,0,0,accounting,high,Female,divorced,41,46,9,office,Manager,CDI,1,0.3261812617344342,0,0
,,3,209.7297633985259,13,0,0,technical,low,Male,single,4,46,6,home,Senior,CDD,0,,10,0
0.3303390040328195,0.8337065967438463,5,175.5,12,0,0,DSI,high,Male,married,41,24,3,office,Junior,CDI,1,0.29151845091939016,14,0
0.3933638684019044,0.41575585350396926,5,174.53461605542964,3,0,0,accounting,medium,Male,divorced,9,45,1,hybride,Junior,CDI,0,0.211457784466182,24,0
,0.7133802835770269,3,156.0,10,0,0,DSI,,Male,married,42,31,0,office,Senior,CDI,0,,7,0
0.7901582337537578,0.6134529897227031,6,246.07243872418064,8,1,0,accounting,high,Female,divorced,6,29,7,home,Junior,CDI,1,0.2753021995698194,8,0
,0.6399000479183794,6,157.5,1,0,0,support,,Male,divorced,5,40,3,home,Junior,CDD,0,,7,0
0.9332694751633956,0.6103754216637585,5,294.01157022301555,11,0,0,DSI,high,Female,single,46,44,9,office,Junior,CDI,0,0.37766954356021154,4,0
0.8628468255145811,0.4491883679743973,5,258.41121720240614,11,0,0,accounting,low,Female,single,20,23,1,hybride,Junior,CDI,0,0.3009267917932793,21,0
,0.43179535602353136,5,158.0,8,0,0,sales,,Female,divorced,26,31,5,hybride,Junior,CDI,0,,24,0
,0.7895462715087141,5,149.5,11,0,0,hr,,Female,divorced,9,58,2,office,Senior,CDI,0,,21,0
0.7554454467485863,0.5968388198205278,6,252.75696104752598,10,0,0,DSI,high,Female,divorced,36,45,1,office,Junior,CDI,0,0.29658273460672363,4,0
0.8538841030044692,0.46902931189847263,5,268.67742000328406,5,0,0,marketing,medium,Male,divorced,22,32,6,hybride,Senior,CDD,0,0.2515104757814669,24,0
0.9411593364872981,0.49752370405043894,6,300.0,8,0,0,accounting,low,Male,married,38,49,3,home,Senior,CDI,1,0.28674800503428277,30,0
0.5612725420829225,0.7375989006351098,3,,12,0,0,technical,high,Male,married,36,30,4,office,Junior,CDD,0,0.27518880835294546,3,0
0.580339325909617,0.46438119890947405,2,207.11292794231153,10,0,0,sales,medium,Female,married,48,34,5,office,Junior,CDI,0,0.25639274462349954,17,0
0.8908752293120261,0.9191766210588221,3,279.77571173638904,7,1,0,sales,medium,Male,married,47,59,6,hybride,Junior,CDI,1,0.34040580654762453,2,0
0.9424824542030341,0.5688789417835531,3,283.5218976163002,12,0,0,hr,high,Female,married,35,49,6,office,Senior,CDI,0,0.36735444695849123,1,0
,0.530091157090283,4,136.0,9,0,0,DSI,,Female,divorced,2,56,3,office,Senior,CDI,0,,28,0
0.567712223972818,0.7235732997677582,3,160.59008294444428,7,1,0,sales,medium,Female,married,13,58,7,home,Junior,CDI,0,0.26028697146352714,19,0
0.41475294370384524,0.5431709337640845,4,170.59804813205557,12,0,0,technical,high,Male,single,24,59,3,home,Junior,CDI,0,0.3233639521686175,12,0
1.0,0.6763433622823602,4,300.0,4,0,0,sales,high,Female,single,4,42,3,office,Junior,CDD,0,0.2327206320561091,27,0
,0.588871733722547,4,168.0,1,0,0,support,,Male,married,46,26,7,home,Junior,CDD,0,,25,1
0.9998659989393286,0.25281166483646467,3,290.4174743145277,2,0,0,hr,high,Male,married,44,61,8,hybride,Junior,CDI,0,0.1860656100300226,6,0
0.4820776704279586,0.3865434760435864,2,191.7332201173365,2,0,0,sales,medium,Female,married,49,41,5,hybride,Junior,CDI,0,0.18996297179656832,22,1
0.7376286650083812,0.6585653018973386,4,227.68435953909216,1,1,0,hr,medium,Female,divorced,7,62,1,hybride,Senior,CDI,0,0.22295729026176883,8,0
,0.5097954794515543,5,171.0,10,0,0,support,high,Male,single,42,58,9,hybride,Director,CDD,1,,6,0
0.8248327738332375,1.0,5,262.87765739897094,13,0,0,sales,low,Female,single,1,33,7,hybride,Junior,CDD,0,0.387093196212042,5,0
,0.4426358647851746,6,173.0,7,0,0,accounting,,Female,divorced,36,23,9,home,Junior,CDI,0,,17,1
,0.3381578131174934,5,,14,0,0,technical,,Male,single,23,24,8,hybride,Junior,CDI,0,,2,0
0.38327359864085475,0.6079299951270443,5,171.53495478080845,4,0,0,sales,low,Male,divorced,48,49,8,home,Junior,CDI,1,0.18041920242565937,13,0
0.5818234971641509,0.6501897698657176,4,186.4246289687498,10,0,0,sales,high,Male,divorced,17,40,7,home,Senior,CDI,0,0.29998895075920406,28,0
0.3608990569104329,0.7767076615045766,3,159.9577436643493,7,0,0,technical,high,Female,divorced,42,39,1,home,Manager,CDI,0,0.2504589452810561,22,0
,0.09900237840999582,5,154.5,12,0,0,marketing,,Male,divorced,19,50,4,hybride,Junior,CDI,0,,25,0
,0.9014971753626327,3,151.0,8,0,0,accounting,,Male,single,42,26,1,office,Senior,CDI,1,,0,0
0.7726746482336599,0.33823599274040433,2,197.02187024133838,14,0,0,DSI,high,Male,divorced,1,46,0,office,Senior,CDI,0,0.34341802172991587,1,0
1.0,0.8178444466779231,5,300.0,6,0,0,accounting,low,Male,married,29,24,3,hybride,Senior,CDI,0,0.29452343465057157,5,0
1.0,0.9915010631868693,2,266.6493879043777,8,0,0,support,low,Female,divorced,19,26,6,hybride,Senior,CDD,0,0.34360138012578934,6,0
0.6239087032397344,0.7493440694860246,2,,2,0,0,DSI,medium,Male,married,32,29,0,office,Junior,CDI,0,0.2308956311397098,22,1
0.7490732158849758,0.3706484812501071,6,247.33893090018057,12,0,0,technical,high,Male,divorced,7,24,2,hybride,Junior,CDI,0,0.3206694059434585,5,0
0.5580175786068606,0.5614000782415725,3,205.35082212818702,1,0,0,support,high,Male,married,26,43,4,hybride,Junior,CDI,0,0.18008295160638735,22,0
0.45987522813160503,0.7511183785177041,3,169.10353977197343,9,0,0,accounting,low,Male,divorced,49,40,9,home,Junior,CDD,1,0.23613369746720336,12,0
0.7934870222435155,0.6066450405714968,6,274.80477213169445,9,0,0,hr,medium,Male,divorced,47,64,8,hybride,Junior,CDI,0,0.2646415640751823,7,0
0.7103001260141663,0.3901603463175281,4,227.83763389835985,13,0,1,sales,high,Female,divorced,31,64,8,home,Manager,CDD,0,0.3045223334349443,10,0
,0.6199678594135801,6,180.5,13,0,0,sales,,Male,married,31,41,9,hybride,Junior,CDI,0,,27,0
0.4490801130937602,0.4966584795052027,6,205.96595831459993,9,0,0,hr,medium,Female,married,21,41,6,office,Junior,CDD,0,0.2528826504935006,28,0
1.0,0.7203913182967636,6,300.0,4,0,0,accounting,medium,Male,married,42,42,6,home,Senior,CDI,0,0.3131106025237283,9,0
,0.38765434740716054,2,128.5,9,0,0,DSI,,Female,divorced,27,49,9,office,Senior,CDI,0,,6,0
0.4981227527091275,0.21317028114095576,3,168.0130296311187,9,0,0,technical,low,Female,divorced,25,40,2,office,Junior,CDI,1,0.22301878990148236,3,0
0.42550748535693356,0.39668387835325103,4,173.4574159236177,11,0,0,hr,medium,Male,single,24,60,6,office,Senior,CDI,0,0.28654161061517347,26,0
0.2706994902306319,0.25889775053547787,5,176.5,5,0,0,hr,medium,Male,married,43,43,0,home,Senior,CDI,0,0.1944003297418409,15,1
,0.4743375652527503,5,163.5,13,0,0,marketing,,Male,married,17,22,0,home,Senior,CDI,0,,2,0
0.6752272944150793,0.7342202219187219,5,240.07417999455646,1,0,0,DSI,high,Male,divorced,42,47,0,office,Junior,CDI,1,0.24094753884398112,16,1
